table,row_count,status,timestamp
gold_delay_events_core,933327,built,2026-03-26T17:06:56Z
gold_linkage_quality,467,built,2026-03-26T17:06:56Z
gold_route_time_metrics,755793,built,2026-03-26T17:06:56Z
gold_station_time_metrics,187162,built,2026-03-26T17:06:56Z
gold_time_reliability,336,built,2026-03-26T17:06:56Z
gold_top_offender_ranking,259,built,2026-03-26T17:06:56Z
gold_alert_validation,3252,built,2026-03-26T17:06:56Z
gold_spatial_hotspot,0,built_with_caveats,2026-03-26T17:06:56Z
